Time,LD_634/P1,LD_634/P2,LD_634/P3,LD_671/P1,LD_671/P2,LD_671/P3,LD_675/P1,LD_675/P2,LD_675/P3,LD_632/P1,LD_632/P2,LD_632/P3,LD_645/P1,LD_646/P1,LD_652/P1,LD_692/P1,LD_611/P1,LD_634/Q1,LD_634/Q2,LD_634/Q3,LD_671/Q1,LD_671/Q2,LD_671/Q3,LD_675/Q1,LD_675/Q2,LD_675/Q3,LD_632/Q1,LD_632/Q2,LD_632/Q3,LD_645/Q1,LD_646/Q1,LD_652/Q1,LD_692/Q1,LD_611/Q1
804,140.79,105.59,105.59,521.67,521.67,521.67,426.76,59.834,255.18,14.959,58.074,102.95,230.35,202.38,112.63,230.35,149.59,147.26,120.49,120.49,399.04,399.04,399.04,254.36,80.326,283.82,13.388,50.873,91.036,226.73,176.72,115.13,273.89,107.1
805,140.97,105.73,105.73,430.6,430.6,430.6,427.31,59.911,255.5,14.978,58.149,103.08,190.14,202.64,112.77,190.14,149.78,147.3,120.52,120.52,346.83,346.83,346.83,254.43,80.345,283.89,13.391,50.885,91.058,197.06,176.76,115.16,238.05,107.13
806,139.88,104.91,104.91,359.39,359.39,359.39,424.01,59.448,253.53,14.862,57.7,102.29,158.69,201.07,111.9,158.69,148.62,146.46,119.83,119.83,305.96,305.96,305.96,252.98,79.889,282.27,13.315,50.596,90.541,173.84,175.76,114.51,210,106.52
807,139.9,104.93,104.93,352.83,352.83,352.83,424.09,59.46,253.58,14.865,57.711,102.31,155.8,201.11,111.92,155.8,148.65,146.39,119.78,119.78,302.04,302.04,302.04,252.86,79.851,282.14,13.308,50.572,90.498,171.61,175.67,114.45,207.31,106.47
808,140.78,105.59,105.59,410.6,410.6,410.6,426.75,59.834,255.17,14.958,58.074,102.95,181.3,202.38,112.63,181.3,149.58,146.91,120.2,120.2,334.87,334.87,334.87,253.75,80.133,283.14,13.355,50.751,90.817,190.27,176.29,114.86,229.84,106.84
809,141.66,106.25,106.25,364.89,364.89,364.89,429.42,60.208,256.77,15.052,58.437,103.59,161.12,203.64,113.33,161.12,150.52,147.43,120.62,120.62,308.57,308.57,308.57,254.65,80.415,284.13,13.402,50.929,91.136,175.33,176.91,115.26,211.79,107.22
810,142.54,106.91,106.91,360.58,360.58,360.58,432.09,60.581,258.36,15.145,58.8,104.24,159.22,204.91,114.04,159.22,151.45,147.94,121.04,121.04,305.94,305.94,305.94,255.54,80.696,285.13,13.449,51.108,91.456,173.83,177.53,115.66,209.98,107.6
811,142.99,107.24,107.24,359.35,359.35,359.35,433.43,60.769,259.16,15.192,58.982,104.56,158.68,205.54,114.39,158.68,151.92,148.16,121.22,121.22,305.06,305.06,305.06,255.91,80.814,285.54,13.469,51.182,91.589,173.33,177.79,115.83,209.38,107.75
812,141.2,105.9,105.9,359.69,359.69,359.69,428.02,60.012,255.93,15.003,58.247,103.26,158.82,202.98,112.96,158.82,150.03,146.85,120.15,120.15,305.07,305.07,305.07,253.64,80.097,283.01,13.35,50.728,90.777,173.34,176.21,114.81,209.39,106.8
813,141.23,105.92,105.92,475.44,475.44,475.44,428.11,60.024,255.99,15.006,58.259,103.28,209.94,203.02,112.99,209.94,150.06,146.78,120.09,120.09,371.04,371.04,371.04,253.52,80.06,282.88,13.343,50.705,90.735,210.82,176.13,114.75,254.67,106.75
814,142.04,106.53,106.53,437.32,437.32,437.32,430.57,60.369,257.46,15.092,58.593,103.87,193.1,204.19,113.64,193.1,150.92,147.25,120.47,120.47,349.08,349.08,349.08,254.34,80.316,283.78,13.386,50.867,91.025,198.34,176.7,115.12,239.59,107.09
815,140.86,105.65,105.65,435.66,435.66,435.66,426.99,59.866,255.31,14.966,58.105,103,192.37,202.49,112.69,192.37,149.66,146.35,119.74,119.74,347.95,347.95,347.95,252.78,79.825,282.05,13.304,50.556,90.468,197.7,175.61,114.42,238.82,106.43
816,141.54,106.16,106.16,420.36,420.36,420.36,429.05,60.156,256.55,15.039,58.387,103.5,185.61,203.47,113.23,185.61,150.39,146.73,120.05,120.05,339.04,339.04,339.04,253.44,80.032,282.78,13.339,50.687,90.703,192.63,176.07,114.71,232.7,106.71
817,142.23,106.67,106.67,416.06,416.06,416.06,431.12,60.446,257.78,15.112,58.668,104,183.71,204.45,113.78,183.71,151.12,147.11,120.36,120.36,336.4,336.4,336.4,254.09,80.24,283.52,13.373,50.819,90.939,191.14,176.53,115.01,230.89,106.99
818,142.91,107.18,107.18,436.33,436.33,436.33,433.19,60.736,259.02,15.184,58.95,104.5,192.67,205.43,114.33,192.67,151.84,147.49,120.67,120.67,347.81,347.81,347.81,254.75,80.448,284.25,13.408,50.95,91.174,197.62,176.99,115.31,238.72,107.26
819,143.59,107.69,107.69,507.16,507.16,507.16,435.26,61.026,260.26,15.257,59.231,105,223.94,206.41,114.87,223.94,152.57,147.87,120.98,120.98,388.1,388.1,388.1,255.41,80.656,284.98,13.443,51.082,91.41,220.51,177.44,115.61,266.38,107.54
820,141.48,106.11,106.11,515.83,515.83,515.83,428.86,60.129,256.43,15.032,58.36,103.46,227.77,203.38,113.18,227.77,150.32,146.33,119.72,119.72,392.89,392.89,392.89,252.75,79.816,282.02,13.303,50.55,90.458,223.23,175.59,114.4,269.66,106.42
821,144.37,108.27,108.27,470.25,470.25,470.25,437.61,61.355,261.66,15.339,59.551,105.57,207.64,207.53,115.49,207.64,153.39,148.23,121.28,121.28,366.66,366.66,366.66,256.03,80.85,285.67,13.475,51.205,91.63,208.33,177.87,115.89,251.66,107.8
822,143.96,107.97,107.97,402.51,402.51,402.51,436.39,61.184,260.93,15.296,59.385,105.27,177.73,206.95,115.17,177.73,152.96,147.86,120.98,120.98,327.78,327.78,327.78,255.4,80.651,284.97,13.442,51.079,91.405,186.24,177.43,115.6,224.97,107.53
823,145.6,109.2,109.2,384.97,384.97,384.97,441.35,61.88,263.9,15.47,60.06,106.47,169.99,209.3,116.48,169.99,154.7,148.9,121.83,121.83,317.58,317.58,317.58,257.19,81.217,286.97,13.536,51.437,92.046,180.44,178.68,116.41,217.97,108.29
824,146.52,109.89,109.89,373.07,373.07,373.07,444.14,62.272,265.57,15.568,60.44,107.14,164.73,210.62,117.22,164.73,155.68,149.44,122.27,122.27,310.6,310.6,310.6,258.13,81.514,288.02,13.586,51.626,92.383,176.48,179.33,116.84,213.18,108.69
825,147.44,110.58,110.58,369.55,369.55,369.55,446.94,62.663,267.24,15.666,60.82,107.82,163.18,211.95,117.95,163.18,156.66,149.99,122.72,122.72,308.41,308.41,308.41,259.07,81.812,289.07,13.635,51.814,92.72,175.24,179.99,117.26,211.68,109.08
826,145.49,109.12,109.12,369.38,369.38,369.38,441.03,61.834,263.71,15.459,60.016,106.39,163.1,209.15,116.39,163.1,154.59,148.56,121.55,121.55,308.14,308.14,308.14,256.6,81.032,286.31,13.505,51.32,91.837,175.08,178.27,116.15,211.5,108.04
827,146.02,109.51,109.51,367.94,367.94,367.94,442.62,62.058,264.66,15.515,60.233,106.78,162.47,209.9,116.82,162.47,155.15,148.83,121.77,121.77,307.14,307.14,307.14,257.07,81.182,286.84,13.53,51.415,92.006,174.51,178.6,116.36,210.81,108.24
828,146.55,109.91,109.91,386.23,386.23,386.23,444.21,62.282,265.61,15.57,60.45,107.16,170.54,210.66,117.24,170.54,155.7,149.11,122,122,317.41,317.41,317.41,257.55,81.331,287.37,13.555,51.509,92.175,180.35,178.93,116.57,217.86,108.44
829,147.07,110.3,110.3,501.73,501.73,501.73,445.81,62.505,266.57,15.626,60.667,107.55,221.54,211.41,117.66,221.54,156.26,149.38,122.22,122.22,383.24,383.24,383.24,258.02,81.48,287.9,13.58,51.604,92.344,217.75,179.26,116.79,263.04,108.64
830,147.6,110.7,110.7,513.16,513.16,513.16,447.4,62.729,267.52,15.682,60.884,107.93,226.59,212.17,118.08,226.59,156.82,149.65,122.44,122.44,389.59,389.59,389.59,258.49,81.629,288.42,13.605,51.698,92.513,221.36,179.58,117,267.4,108.84
831,148.12,111.09,111.09,476.58,476.58,476.58,449,62.952,268.47,15.738,61.101,108.32,210.44,212.93,118.5,210.44,157.38,149.93,122.67,122.67,368.52,368.52,368.52,258.96,81.778,288.95,13.63,51.793,92.682,209.38,179.91,117.22,252.94,109.04
832,147.05,110.29,110.29,477.16,477.16,477.16,445.75,62.497,266.53,15.624,60.659,107.53,210.69,211.39,117.64,210.69,156.24,149.1,121.99,121.99,368.67,368.67,368.67,257.54,81.328,287.36,13.555,51.508,92.172,209.47,178.92,116.57,253.04,108.44
833,145.86,109.39,109.39,481.57,481.57,481.57,442.13,61.99,264.37,15.497,60.167,106.66,212.64,209.67,116.69,212.64,154.97,148.19,121.25,121.25,371.01,371.01,371.01,255.97,80.833,285.61,13.472,51.194,91.61,210.8,177.83,115.86,254.65,107.78
834,147.08,110.31,110.31,482.42,482.42,482.42,445.84,62.51,266.59,15.628,60.672,107.55,213.01,211.43,117.67,213.01,156.28,148.95,121.87,121.87,371.32,371.32,371.32,257.27,81.244,287.06,13.541,51.454,92.076,210.98,178.74,116.45,254.86,108.32
835,148.31,111.23,111.23,482.46,482.46,482.46,449.55,63.03,268.81,15.758,61.177,108.45,213.03,213.19,118.65,213.03,157.58,149.7,122.48,122.48,371.17,371.17,371.17,258.57,81.655,288.51,13.609,51.715,92.542,210.89,179.64,117.04,254.76,108.87
836,147,110.25,110.25,484.59,484.59,484.59,445.6,62.475,266.44,15.619,60.638,107.49,213.97,211.31,117.6,213.97,156.19,148.71,121.68,121.68,372.21,372.21,372.21,256.87,81.117,286.61,13.519,51.374,91.932,211.48,178.46,116.27,255.47,108.16
837,144.84,108.63,108.63,490.4,490.4,490.4,439.05,61.558,262.53,15.389,59.747,105.92,216.54,208.21,115.87,216.54,153.89,147.14,120.39,120.39,375.36,375.36,375.36,254.15,80.259,283.58,13.377,50.831,90.96,213.27,176.57,115.04,257.63,107.01
838,143.66,107.75,107.75,494.19,494.19,494.19,435.47,61.056,260.39,15.264,59.26,105.05,218.22,206.51,114.93,218.22,152.64,146.24,119.65,119.65,377.35,377.35,377.35,252.6,79.768,281.85,13.295,50.52,90.404,214.4,175.49,114.33,259,106.36
839,145.57,109.18,109.18,407.72,407.72,407.72,441.25,61.866,263.84,15.467,60.047,106.45,180.03,209.25,116.45,180.03,154.67,147.46,120.65,120.65,327.76,327.76,327.76,254.71,80.435,284.2,13.406,50.942,91.16,186.23,176.96,115.29,224.96,107.25
840,144.8,108.6,108.6,435.02,435.02,435.02,438.93,61.541,262.45,15.385,59.731,105.89,192.09,208.15,115.84,192.09,153.85,146.85,120.15,120.15,343.18,343.18,343.18,253.65,80.1,283.02,13.35,50.73,90.78,194.99,176.22,114.81,235.55,106.8
841,144.7,108.52,108.52,438.31,438.31,438.31,438.62,61.497,262.27,15.374,59.688,105.81,193.54,208,115.76,193.54,153.74,146.69,120.02,120.02,344.88,344.88,344.88,253.37,80.013,282.71,13.336,50.675,90.681,195.96,176.03,114.69,236.71,106.68
842,145.23,108.92,108.92,431.82,431.82,431.82,440.22,61.722,263.23,15.43,59.906,106.2,190.67,208.76,116.18,190.67,154.3,146.91,120.2,120.2,340.89,340.89,340.89,253.76,80.135,283.14,13.356,50.752,90.819,193.69,176.3,114.86,233.98,106.85
843,145,108.75,108.75,411.6,411.6,411.6,439.52,61.624,262.81,15.406,59.811,106.03,181.75,208.43,116,181.75,154.06,146.61,119.96,119.96,329.06,329.06,329.06,253.24,79.972,282.57,13.329,50.649,90.635,186.97,175.94,114.63,225.85,106.63
844,146.17,109.63,109.63,435.35,435.35,435.35,443.07,62.121,264.93,15.53,60.294,106.89,192.23,210.12,116.93,192.23,155.3,147.28,120.5,120.5,342.35,342.35,342.35,254.39,80.334,283.85,13.389,50.878,91.045,194.52,176.74,115.15,234.98,107.11
845,149.41,112.06,112.06,461.1,461.1,461.1,452.9,63.499,270.8,15.875,61.631,109.26,203.6,214.78,119.53,203.6,158.75,149.37,122.21,122.21,356.78,356.78,356.78,258,81.473,287.87,13.579,51.6,92.336,202.72,179.24,116.78,244.88,108.63
846,146.14,109.6,109.6,561.36,561.36,561.36,442.98,62.108,264.87,15.527,60.281,106.86,247.87,210.07,116.91,247.87,155.27,146.98,120.25,120.25,413.79,413.79,413.79,253.87,80.169,283.26,13.362,50.774,90.859,235.11,176.37,114.91,284.01,106.89
847,145.4,109.05,109.05,581.78,581.78,581.78,440.75,61.796,263.54,15.449,59.978,106.33,256.89,209.02,116.32,256.89,154.49,146.33,119.73,119.73,425.18,425.18,425.18,252.75,79.817,282.02,13.303,50.551,90.46,241.58,175.6,114.4,291.83,106.42
848,148.64,111.48,111.48,582.54,582.54,582.54,450.57,63.173,269.41,15.793,61.315,108.69,257.23,213.67,118.91,257.23,157.93,148.42,121.43,121.43,425.34,425.34,425.34,256.36,80.956,286.04,13.493,51.272,91.75,241.67,178.1,116.04,291.94,107.94
849,147.55,110.66,110.66,558.77,558.77,558.77,447.25,62.708,267.43,15.677,60.864,107.89,246.73,212.1,118.04,246.73,156.77,147.53,120.7,120.7,411.47,411.47,411.47,254.82,80.469,284.32,13.412,50.964,91.198,233.79,177.03,115.34,282.42,107.29
850,144.87,108.65,108.65,528.33,528.33,528.33,439.13,61.569,262.57,15.392,59.758,105.93,233.29,208.25,115.89,233.29,153.92,145.54,119.08,119.08,393.8,393.8,393.8,251.39,79.388,280.5,13.231,50.279,89.973,223.75,174.65,113.79,270.29,105.85
851,148.44,111.33,111.33,525.86,525.86,525.86,449.96,63.087,269.05,15.772,61.231,108.55,232.2,213.38,118.75,232.2,157.72,147.86,120.98,120.98,392.1,392.1,392.1,255.39,80.65,284.96,13.442,51.078,91.403,222.79,177.43,115.6,269.13,107.53
852,147.47,110.6,110.6,477.84,477.84,477.84,447.02,62.675,267.29,15.669,60.832,107.84,210.99,211.99,117.98,210.99,156.69,147.05,120.32,120.32,364.38,364.38,364.38,254,80.21,283.41,13.368,50.8,90.905,207.04,176.46,114.97,250.1,106.95
853,149.47,112.1,112.1,464.53,464.53,464.53,453.07,63.524,270.91,15.881,61.656,109.3,205.12,214.86,119.57,205.12,158.81,148.29,121.32,121.32,356.5,356.5,356.5,256.13,80.883,285.79,13.48,51.226,91.667,202.56,177.94,115.93,244.69,107.84
854,148.04,111.03,111.03,465.03,465.03,465.03,448.74,62.916,268.32,15.729,61.066,108.25,205.34,212.81,118.43,205.34,157.29,147.16,120.41,120.41,356.5,356.5,356.5,254.19,80.27,283.62,13.378,50.838,90.973,202.56,176.59,115.05,244.69,107.03
855,148.29,111.22,111.22,465.81,465.81,465.81,449.5,63.022,268.77,15.756,61.169,108.44,205.68,213.16,118.63,205.68,157.56,147.19,120.43,120.43,356.66,356.66,356.66,254.24,80.287,283.68,13.381,50.848,90.992,202.65,176.63,115.08,244.8,107.05
856,147.57,110.68,110.68,469.7,469.7,469.7,447.33,62.718,267.47,15.679,60.873,107.91,207.4,212.13,118.06,207.4,156.79,146.56,119.91,119.91,358.61,358.61,358.61,253.15,79.942,282.46,13.324,50.63,90.601,203.76,175.87,114.58,246.14,106.59
857,148.6,111.45,111.45,405.57,405.57,405.57,450.43,63.153,269.33,15.788,61.296,108.66,179.08,213.61,118.88,179.08,157.88,147.12,120.37,120.37,321.68,321.68,321.68,254.12,80.249,283.55,13.375,50.825,90.949,182.77,176.55,115.02,220.79,107
858,149.87,112.41,112.41,342.37,342.37,342.37,454.31,63.696,271.65,15.924,61.823,109.6,151.18,215.44,119.9,151.18,159.24,147.86,120.98,120.98,285.29,285.29,285.29,255.4,80.652,284.97,13.442,51.08,91.406,162.1,177.44,115.6,195.81,107.54
859,151.49,113.62,113.62,333.69,333.69,333.69,459.2,64.383,274.57,16.096,62.489,110.78,147.34,217.76,121.19,147.34,160.96,148.83,121.77,121.77,280.05,280.05,280.05,257.07,81.181,286.84,13.53,51.415,92.005,159.12,178.6,116.36,192.21,108.24
860,153.13,114.85,114.85,332.87,332.87,332.87,464.17,65.08,277.55,16.27,63.166,111.98,146.98,220.12,122.5,146.98,162.7,149.82,122.58,122.58,279.3,279.3,279.3,258.78,81.72,288.74,13.62,51.756,92.616,158.69,179.78,117.13,191.7,108.96
861,151.2,113.4,113.4,389.62,389.62,389.62,458.32,64.259,274.05,16.065,62.369,110.56,172.04,217.35,120.96,172.04,160.65,148.35,121.38,121.38,311.45,311.45,311.45,256.24,80.919,285.91,13.487,51.249,91.708,176.96,178.02,115.98,213.77,107.89
862,152.01,114.01,114.01,391.86,391.86,391.86,460.77,64.603,275.51,16.151,62.703,111.16,173.03,218.51,121.61,173.03,161.51,148.77,121.72,121.72,312.45,312.45,312.45,256.96,81.146,286.72,13.524,51.392,91.965,177.53,178.52,116.31,214.45,108.19
863,152.82,114.61,114.61,397.89,397.89,397.89,463.22,64.947,276.98,16.237,63.037,111.75,175.69,219.67,122.25,175.69,162.37,149.18,122.06,122.06,315.61,315.61,315.61,257.68,81.373,287.52,13.562,51.536,92.223,179.33,179.02,116.63,216.63,108.5
864,153.63,115.22,115.22,593.59,593.59,593.59,465.68,65.291,278.45,16.323,63.37,112.34,262.11,220.84,122.9,262.11,163.23,149.6,122.4,122.4,427.16,427.16,427.16,258.4,81.6,288.32,13.6,51.68,92.48,242.7,179.52,116.96,293.19,108.8
865,154.43,115.83,115.83,642.69,642.69,642.69,468.13,65.635,279.91,16.409,63.704,112.93,283.78,222,123.55,283.78,164.09,150.02,122.74,122.74,454.93,454.93,454.93,259.12,81.827,289.12,13.638,51.823,92.737,258.48,180.02,117.28,312.25,109.1
866,153.13,114.85,114.85,634.15,634.15,634.15,464.17,65.08,277.55,16.27,63.166,111.98,280.02,220.12,122.5,280.02,162.7,148.98,121.89,121.89,449.78,449.78,449.78,257.33,81.261,287.12,13.543,51.465,92.096,255.56,178.77,116.47,308.71,108.35
867,152,114,114,642.54,642.54,642.54,460.74,64.598,275.49,16.15,62.699,111.15,283.72,218.49,121.6,283.72,161.5,148.06,121.14,121.14,454.29,454.29,454.29,255.74,80.759,285.35,13.46,51.148,91.527,258.12,177.67,115.75,311.81,107.68
868,152.62,114.47,114.47,654.41,654.41,654.41,462.63,64.864,276.62,16.216,62.956,111.6,288.96,219.39,122.1,288.96,162.16,148.35,121.37,121.37,460.79,460.79,460.79,256.24,80.917,285.91,13.486,51.247,91.705,261.81,178.02,115.98,316.27,107.89
869,153.24,114.93,114.93,637.81,637.81,637.81,464.52,65.129,277.75,16.282,63.213,112.06,281.63,220.29,122.6,281.63,162.82,148.64,121.61,121.61,451.03,451.03,451.03,256.73,81.074,286.46,13.512,51.347,91.884,256.26,178.36,116.21,309.57,108.1
870,153.87,115.4,115.4,606.67,606.67,606.67,466.41,65.394,278.88,16.348,63.47,112.52,267.88,221.18,123.09,267.88,163.48,148.92,121.85,121.85,432.95,432.95,432.95,257.23,81.231,287.02,13.539,51.446,92.062,246,178.71,116.43,297.16,108.31
871,154.49,115.87,115.87,644.88,644.88,644.88,468.3,65.659,280.02,16.415,63.728,112.97,284.75,222.08,123.59,284.75,164.15,149.21,122.08,122.08,454.5,454.5,454.5,257.73,81.389,287.57,13.565,51.546,92.24,258.24,179.05,116.66,311.95,108.52
872,154.9,116.17,116.17,619.88,619.88,619.88,469.54,65.832,280.76,16.458,63.896,113.27,273.71,222.67,123.92,273.71,164.58,149.35,122.2,122.2,439.94,439.94,439.94,257.97,81.465,287.84,13.578,51.595,92.327,249.96,179.22,116.77,301.96,108.62
873,152.94,114.71,114.71,563.75,563.75,563.75,463.61,65.001,277.21,16.25,63.089,111.84,248.93,219.86,122.35,248.93,162.5,147.87,120.98,120.98,407.58,407.58,407.58,255.41,80.655,284.98,13.443,51.082,91.409,231.58,177.44,115.61,279.75,107.54
874,154.99,116.24,116.24,564.18,564.18,564.18,469.82,65.871,280.92,16.468,63.934,113.34,249.12,222.8,123.99,249.12,164.68,149.14,122.02,122.02,407.55,407.55,407.55,257.6,81.346,287.42,13.558,51.519,92.193,231.56,178.96,116.6,279.73,108.46
875,154.94,116.2,116.2,566.1,566.1,566.1,469.66,65.849,280.83,16.462,63.912,113.3,249.97,222.72,123.95,249.97,164.62,148.96,121.87,121.87,408.36,408.36,408.36,257.29,81.25,287.08,13.542,51.458,92.083,232.02,178.75,116.46,280.29,108.33
876,154.16,115.62,115.62,549.12,549.12,549.12,467.29,65.517,279.41,16.379,63.59,112.73,242.47,221.6,123.33,242.47,163.79,148.28,121.32,121.32,398.38,398.38,398.38,256.12,80.881,285.78,13.48,51.225,91.665,226.35,177.94,115.93,273.43,107.84
877,156.17,117.13,117.13,510.87,510.87,510.87,473.4,66.373,283.06,16.593,64.421,114.2,225.58,224.5,124.94,225.58,165.93,149.53,122.34,122.34,376.24,376.24,376.24,258.27,81.56,288.18,13.593,51.655,92.434,213.77,179.43,116.9,258.24,108.75
878,154.16,115.62,115.62,566.53,566.53,566.53,467.3,65.518,279.42,16.38,63.591,112.73,250.16,221.61,123.33,250.16,163.8,148,121.09,121.09,407.77,407.77,407.77,255.64,80.729,285.24,13.455,51.128,91.492,231.69,177.6,115.71,279.88,107.64
879,153.29,114.97,114.97,566.65,566.65,566.65,464.67,65.15,277.84,16.287,63.233,112.1,250.21,220.36,122.63,250.21,162.87,147.27,120.49,120.49,407.56,407.56,407.56,254.37,80.327,283.82,13.388,50.874,91.037,231.57,176.72,115.14,279.73,107.1
880,155.34,116.51,116.51,528.31,528.31,528.31,470.89,66.021,281.56,16.505,64.079,113.6,233.28,223.31,124.28,233.28,165.05,148.54,121.53,121.53,385.36,385.36,385.36,256.56,81.019,286.27,13.503,51.312,91.822,218.96,178.24,116.13,264.5,108.03
881,154.73,116.05,116.05,550.98,550.98,550.98,469.02,65.76,280.45,16.44,63.826,113.15,243.29,222.42,123.78,243.29,164.4,147.97,121.07,121.07,398.04,398.04,398.04,255.59,80.712,285.18,13.452,51.118,91.474,226.16,177.57,115.69,273.2,107.62
882,154.11,115.59,115.59,617.65,617.65,617.65,467.16,65.498,279.33,16.375,63.572,112.7,272.73,221.54,123.29,272.73,163.75,147.41,120.61,120.61,435.85,435.85,435.85,254.62,80.405,284.1,13.401,50.923,91.126,247.64,176.89,115.25,299.15,107.21
883,156.5,117.38,117.38,616.8,616.8,616.8,474.39,66.513,283.66,16.628,64.557,114.44,272.35,224.97,125.2,272.35,166.28,148.91,121.84,121.84,435.09,435.09,435.09,257.21,81.224,286.99,13.537,51.442,92.053,247.21,178.69,116.42,298.63,108.3
884,155.24,116.43,116.43,602.9,602.9,602.9,470.57,65.976,281.37,16.494,64.036,113.52,266.22,223.16,124.19,266.22,164.94,147.9,121.01,121.01,426.87,426.87,426.87,255.47,80.674,285.05,13.446,51.093,91.43,242.54,177.48,115.63,292.99,107.56
885,153.98,115.48,115.48,569.14,569.14,569.14,466.74,65.44,279.08,16.36,63.515,112.59,251.31,221.34,123.18,251.31,163.6,146.89,120.19,120.19,407.29,407.29,407.29,253.72,80.124,283.1,13.354,50.745,90.807,231.42,176.27,114.84,279.55,106.83
886,155.38,116.53,116.53,540.53,540.53,540.53,470.99,66.036,281.63,16.509,64.094,113.62,238.68,223.36,124.3,238.68,165.09,147.72,120.86,120.86,390.67,390.67,390.67,255.15,80.573,284.69,13.429,51.03,91.317,221.97,177.26,115.49,268.14,107.43
887,155.84,116.88,116.88,550.41,550.41,550.41,472.39,66.232,282.46,16.558,64.284,113.96,243.04,224.02,124.67,243.04,165.58,147.89,121,121,396.03,396.03,396.03,255.45,80.67,285.03,13.445,51.091,91.426,225.02,177.47,115.63,271.82,107.56
888,152.84,114.63,114.63,557.54,557.54,557.54,463.3,64.957,277.02,16.239,63.047,111.76,246.19,219.71,122.27,246.19,162.39,145.69,119.2,119.2,399.82,399.82,399.82,251.65,79.468,280.79,13.245,50.33,90.064,227.17,174.83,113.9,274.43,105.96
889,155.18,116.39,116.39,557.35,557.35,557.35,470.39,65.952,281.27,16.488,64.012,113.48,246.1,223.07,124.14,246.1,164.88,147.16,120.4,120.4,399.44,399.44,399.44,254.19,80.269,283.62,13.378,50.837,90.972,226.95,176.59,115.05,274.16,107.03
890,156.24,117.18,117.18,577.49,577.49,577.49,473.6,66.401,283.18,16.6,64.448,114.25,255,224.59,124.99,255,166,147.75,120.88,120.88,410.66,410.66,410.66,255.2,80.589,284.75,13.432,51.04,91.335,233.33,177.3,115.51,281.86,107.45
891,157.3,117.97,117.97,581.9,581.9,581.9,476.8,66.851,285.1,16.713,64.884,115.02,256.94,226.11,125.84,256.94,167.13,148.33,121.36,121.36,412.9,412.9,412.9,256.21,80.909,285.88,13.485,51.243,91.697,234.6,178,115.97,283.4,107.88
892,158.21,118.66,118.66,552.09,552.09,552.09,479.57,67.238,286.75,16.81,65.261,115.69,243.78,227.42,126.57,243.78,168.1,148.82,121.76,121.76,395.59,395.59,395.59,257.05,81.175,286.82,13.529,51.411,91.998,224.77,178.58,116.35,271.52,108.23
893,157.09,117.82,117.82,551.15,551.15,551.15,476.18,66.764,284.73,16.691,64.8,114.87,243.37,225.82,125.67,243.37,166.91,147.91,121.02,121.02,394.77,394.77,394.77,255.49,80.68,285.07,13.447,51.097,91.437,224.3,177.49,115.64,270.96,107.57
894,158.18,118.64,118.64,549.71,549.71,549.71,479.48,67.227,286.7,16.807,65.249,115.67,242.73,227.38,126.54,242.73,168.07,148.52,121.52,121.52,393.66,393.66,393.66,256.54,81.011,286.24,13.502,51.307,91.813,223.67,178.22,116.12,270.2,108.02
895,159.74,119.81,119.81,550.32,550.32,550.32,484.22,67.891,289.53,16.973,65.894,116.81,243,229.63,127.79,243,169.73,149.45,122.28,122.28,393.73,393.73,393.73,258.15,81.521,288.04,13.587,51.63,92.39,223.71,179.35,116.85,270.24,108.69
896,158.45,118.84,118.84,550.36,550.36,550.36,480.3,67.34,287.19,16.835,65.36,115.87,243.02,227.77,126.76,243.02,168.35,148.42,121.44,121.44,393.47,393.47,393.47,256.37,80.959,286.05,13.493,51.274,91.753,223.56,178.11,116.04,270.07,107.94
897,157.15,117.87,117.87,553.13,553.13,553.13,476.37,66.79,284.84,16.698,64.826,114.92,244.24,225.91,125.72,244.24,166.98,147.39,120.59,120.59,394.78,394.78,394.78,254.59,80.397,284.07,13.399,50.918,91.116,224.31,176.87,115.24,270.96,107.2
898,158.29,118.72,118.72,541.89,541.89,541.89,479.81,67.272,286.9,16.818,65.294,115.75,239.28,227.54,126.63,239.28,168.18,148.03,121.12,121.12,388.07,388.07,388.07,255.69,80.745,285.3,13.458,51.139,91.511,220.5,177.64,115.73,266.36,107.66
899,157.98,118.48,118.48,499.7,499.7,499.7,478.87,67.141,286.33,16.785,65.166,115.52,220.64,227.09,126.38,220.64,167.85,147.68,120.83,120.83,363.68,363.68,363.68,255.08,80.553,284.62,13.425,51.017,91.293,206.64,177.22,115.46,249.62,107.4
900,158.26,118.7,118.7,507.75,507.75,507.75,479.73,67.262,286.85,16.815,65.283,115.73,224.2,227.5,126.61,224.2,168.15,147.74,120.87,120.87,368,368,368,255.18,80.583,284.73,13.431,51.036,91.327,209.09,177.28,115.5,252.58,107.44
901,157.73,118.3,118.3,568.93,568.93,568.93,478.12,67.035,285.88,16.759,65.063,115.34,251.21,226.74,126.18,251.21,167.59,147.23,120.46,120.46,402.68,402.68,402.68,254.3,80.306,283.75,13.384,50.861,91.014,228.8,176.67,115.11,276.38,107.08
902,157.5,118.13,118.13,569.83,569.83,569.83,477.43,66.938,285.47,16.735,64.97,115.17,251.61,226.41,126,251.61,167.35,146.88,120.17,120.17,402.81,402.81,402.81,253.7,80.116,283.08,13.353,50.74,90.798,228.87,176.25,114.83,276.47,106.82
