Time,LD_634/P1,LD_634/P2,LD_634/P3,LD_671/P1,LD_671/P2,LD_671/P3,LD_675/P1,LD_675/P2,LD_675/P3,LD_632/P1,LD_632/P2,LD_632/P3,LD_645/P1,LD_646/P1,LD_652/P1,LD_692/P1,LD_611/P1,LD_634/Q1,LD_634/Q2,LD_634/Q3,LD_671/Q1,LD_671/Q2,LD_671/Q3,LD_675/Q1,LD_675/Q2,LD_675/Q3,LD_632/Q1,LD_632/Q2,LD_632/Q3,LD_645/Q1,LD_646/Q1,LD_652/Q1,LD_692/Q1,LD_611/Q1
903,156.16,117.12,117.12,554.83,554.83,554.83,473.35,66.367,283.04,16.592,64.415,114.19,244.99,224.48,124.93,244.99,165.92,145.76,119.26,119.26,393.85,393.85,393.85,251.77,79.506,280.92,13.251,50.354,90.107,223.78,174.91,113.96,270.32,106.01
904,153.93,115.44,115.44,588.15,588.15,588.15,466.59,65.418,278.99,16.355,63.494,112.56,259.7,221.27,123.14,259.7,163.55,144.03,117.85,117.85,412.5,412.5,412.5,248.78,78.564,277.59,13.094,49.757,89.039,234.38,172.84,112.61,283.13,104.75
905,154.04,115.53,115.53,693.88,693.88,693.88,466.93,65.466,279.19,16.367,63.541,112.64,306.39,221.43,123.23,306.39,163.67,143.92,117.75,117.75,472.53,472.53,472.53,248.58,78.5,277.37,13.083,49.717,88.967,268.49,172.7,112.52,324.33,104.67
906,155.59,116.69,116.69,653.07,653.07,653.07,471.63,66.125,282,16.531,64.18,113.77,288.37,223.66,124.47,288.37,165.31,144.79,118.46,118.46,448.83,448.83,448.83,250.09,78.976,279.05,13.163,50.018,89.507,255.02,173.75,113.2,308.06,105.3
907,154.36,115.77,115.77,639.83,639.83,639.83,467.89,65.601,279.77,16.4,63.672,112.87,282.52,221.89,123.48,282.52,164,143.75,117.61,117.61,440.88,440.88,440.88,248.29,78.409,277.04,13.068,49.659,88.863,250.5,172.5,112.39,302.6,104.54
908,154.83,116.12,116.12,645.71,645.71,645.71,469.33,65.802,280.63,16.451,63.867,113.22,285.12,222.57,123.86,285.12,164.51,143.88,117.72,117.72,443.85,443.85,443.85,248.52,78.481,277.3,13.08,49.705,88.945,252.19,172.66,112.49,304.64,104.64
909,155.69,116.76,116.76,652.98,652.98,652.98,471.93,66.167,282.18,16.542,64.221,113.85,288.33,223.8,124.55,288.33,165.42,144.28,118.05,118.05,447.62,447.62,447.62,249.21,78.697,278.06,13.116,49.841,89.19,254.33,173.13,112.8,307.23,104.93
910,156.54,117.41,117.41,654.22,654.22,654.22,474.52,66.531,283.74,16.633,64.574,114.47,288.88,225.03,125.24,288.88,166.33,144.67,118.37,118.37,447.94,447.94,447.94,249.89,78.913,278.83,13.152,49.978,89.435,254.51,173.61,113.11,307.45,105.22
911,157.4,118.05,118.05,652.73,652.73,652.73,477.12,66.895,285.29,16.724,64.928,115.1,288.22,226.26,125.92,288.22,167.24,145.07,118.69,118.69,446.7,446.7,446.7,250.57,79.129,279.59,13.188,50.115,89.679,253.81,174.08,113.42,306.6,105.51
912,158.26,118.69,118.69,648.86,648.86,648.86,479.72,67.26,286.84,16.815,65.282,115.73,286.51,227.5,126.61,286.51,168.15,145.47,119.02,119.02,444.1,444.1,444.1,251.26,79.345,280.35,13.224,50.252,89.924,252.33,174.56,113.73,304.82,105.79
913,158.5,118.88,118.88,626.73,626.73,626.73,480.47,67.365,287.29,16.841,65.383,115.91,276.74,227.85,126.8,276.74,168.41,145.44,119,119,431.07,431.07,431.07,251.22,79.332,280.31,13.222,50.244,89.909,244.93,174.53,113.71,295.87,105.78
914,157.33,117.99,117.99,553.13,553.13,553.13,476.9,66.864,285.15,16.716,64.897,115.04,244.24,226.16,125.86,244.24,167.16,144.44,118.18,118.18,388.63,388.63,388.63,249.48,78.785,278.37,13.131,49.897,89.289,220.81,173.33,112.92,266.74,105.05
915,158.54,118.91,118.91,483.28,483.28,483.28,480.58,67.381,287.36,16.845,65.399,115.93,213.4,227.9,126.83,213.4,168.45,145.08,118.7,118.7,348.33,348.33,348.33,250.59,79.135,279.61,13.189,50.119,89.687,197.91,174.1,113.43,239.08,105.51
916,158.07,118.55,118.55,452.24,452.24,452.24,479.16,67.181,286.51,16.795,65.205,115.59,199.69,227.23,126.46,199.69,167.95,144.57,118.28,118.28,330.2,330.2,330.2,249.7,78.854,278.62,13.142,49.941,89.368,187.62,173.48,113.02,226.64,105.14
917,160.72,120.54,120.54,454.05,454.05,454.05,487.17,68.305,291.3,17.076,66.296,117.52,200.49,231.03,128.57,200.49,170.76,146.19,119.61,119.61,330.85,330.85,330.85,252.51,79.74,281.75,13.29,50.502,90.372,187.98,175.43,114.29,227.08,106.32
918,161.59,121.19,121.19,455.06,455.06,455.06,489.83,68.677,292.89,17.169,66.657,118.16,200.93,232.29,129.27,200.93,171.69,146.6,119.94,119.94,331.04,331.04,331.04,253.22,79.963,282.53,13.327,50.643,90.624,188.09,175.92,114.61,227.21,106.62
919,160.82,120.61,120.61,500.09,500.09,500.09,487.47,68.347,291.48,17.087,66.336,117.6,220.82,231.17,128.65,220.82,170.87,145.87,119.35,119.35,356.38,356.38,356.38,251.96,79.566,281.13,13.261,50.392,90.174,202.49,175.04,114.04,244.61,106.09
920,160.97,120.73,120.73,539.45,539.45,539.45,487.94,68.412,291.76,17.103,66.4,117.71,238.2,231.39,128.77,238.2,171.03,145.78,119.28,119.28,378.49,378.49,378.49,251.81,79.518,280.96,13.253,50.361,90.12,215.05,174.94,113.98,259.78,106.02
921,162.98,122.24,122.24,581.1,581.1,581.1,494.04,69.268,295.41,17.317,67.231,119.18,256.59,234.29,130.39,256.59,173.17,146.97,120.25,120.25,401.9,401.9,401.9,253.86,80.168,283.26,13.361,50.773,90.857,228.35,176.37,114.91,275.85,106.89
922,165,123.75,123.75,624.02,624.02,624.02,500.15,70.124,299.06,17.531,68.062,120.65,275.54,237.18,132,275.54,175.31,148.17,121.23,121.23,426.04,426.04,426.04,255.92,80.818,285.56,13.47,51.185,91.593,242.07,177.8,115.84,292.42,107.76
923,164.48,123.36,123.36,669.53,669.53,669.53,498.59,69.906,298.13,17.476,67.85,120.28,295.64,236.45,131.59,295.64,174.76,147.62,120.78,120.78,451.66,451.66,451.66,254.98,80.52,284.5,13.42,50.996,91.256,256.63,177.14,115.41,310,107.36
924,163.64,122.73,122.73,695.05,695.05,695.05,496.03,69.546,296.59,17.387,67.501,119.66,306.9,235.23,130.91,306.9,173.87,146.84,120.15,120.15,465.86,465.86,465.86,253.64,80.097,283.01,13.349,50.728,90.776,264.69,176.21,114.81,319.75,106.8
925,164.27,123.2,123.2,695.65,695.65,695.65,497.95,69.815,297.74,17.454,67.762,120.12,307.17,236.14,131.42,307.17,174.54,147.09,120.34,120.34,465.82,465.82,465.82,254.06,80.229,283.48,13.372,50.812,90.926,264.67,176.5,115,319.72,106.97
926,164.91,123.68,123.68,647.45,647.45,647.45,499.87,70.085,298.89,17.521,68.023,120.59,285.89,237.05,131.92,285.89,175.21,147.33,120.54,120.54,437.89,437.89,437.89,254.48,80.361,283.94,13.394,50.896,91.076,248.8,176.8,115.18,300.55,107.15
927,165.54,124.15,124.15,640.7,640.7,640.7,501.79,70.354,300.04,17.589,68.285,121.05,282.91,237.96,132.43,282.91,175.89,147.57,120.74,120.74,433.64,433.64,433.64,254.9,80.494,284.41,13.416,50.979,91.226,246.39,177.09,115.37,297.64,107.32
928,166.17,124.63,124.63,642.82,642.82,642.82,503.71,70.624,301.19,17.656,68.546,121.51,283.84,238.87,132.94,283.84,176.56,147.81,120.94,120.94,434.46,434.46,434.46,255.32,80.626,284.88,13.438,51.063,91.376,246.85,177.38,115.56,298.2,107.5
929,166.81,125.11,125.11,643.09,643.09,643.09,505.63,70.893,302.34,17.723,68.808,121.98,283.96,239.78,133.45,283.96,177.23,148.06,121.14,121.14,434.23,434.23,434.23,255.73,80.758,285.35,13.46,51.147,91.526,246.72,177.67,115.75,298.04,107.68
930,167.44,125.58,125.58,641.05,641.05,641.05,507.55,71.162,303.49,17.791,69.069,122.44,283.06,240.7,133.95,283.06,177.91,148.3,121.34,121.34,432.68,432.68,432.68,256.15,80.89,285.81,13.482,51.231,91.676,245.84,177.96,115.94,296.98,107.85
931,168.07,126.06,126.06,643.75,643.75,643.75,509.48,71.432,304.64,17.858,69.331,122.9,284.26,241.61,134.46,284.26,178.58,148.54,121.53,121.53,433.84,433.84,433.84,256.57,81.023,286.28,13.504,51.314,91.826,246.5,178.25,116.13,297.77,108.03
932,168.06,126.05,126.05,615.26,615.26,615.26,509.44,71.427,304.62,17.857,69.327,122.9,271.67,241.59,134.45,271.67,178.57,148.34,121.37,121.37,417.17,417.17,417.17,256.23,80.913,285.89,13.486,51.245,91.702,237.03,178.01,115.98,286.33,107.88
933,167.59,125.7,125.7,547.78,547.78,547.78,508.02,71.227,303.76,17.807,69.132,122.55,241.88,240.92,134.08,241.88,178.07,147.82,120.95,120.95,378.22,378.22,378.22,255.33,80.632,284.9,13.439,51.067,91.382,214.9,177.39,115.57,259.6,107.51
934,167.12,125.34,125.34,525.28,525.28,525.28,506.59,71.027,302.91,17.757,68.938,122.21,231.94,240.24,133.7,231.94,177.57,147.31,120.52,120.52,364.98,364.98,364.98,254.44,80.35,283.9,13.392,50.888,91.063,207.38,176.77,115.17,250.51,107.13
935,166.65,124.99,124.99,529.07,529.07,529.07,505.17,70.827,302.06,17.707,68.744,121.86,233.62,239.56,133.32,233.62,177.07,146.79,120.1,120.1,366.76,366.76,366.76,253.55,80.068,282.91,13.345,50.71,90.743,208.39,176.15,114.76,251.73,106.76
936,168.55,126.42,126.42,525.85,525.85,525.85,510.93,71.635,305.5,17.909,69.528,123.25,232.2,242.3,134.84,232.2,179.09,147.9,121.01,121.01,364.54,364.54,364.54,255.47,80.675,285.05,13.446,51.094,91.432,207.12,177.49,115.63,250.2,107.57
937,168.67,126.5,126.5,575.05,575.05,575.05,511.29,71.686,305.72,17.921,69.577,123.34,253.92,242.47,134.94,253.92,179.21,147.79,120.92,120.92,392.26,392.26,392.26,255.28,80.614,284.84,13.436,51.056,91.363,222.87,177.35,115.55,269.23,107.49
938,169.76,127.32,127.32,606.03,606.03,606.03,514.58,72.148,307.69,18.037,70.026,124.14,267.6,244.03,135.81,267.6,180.37,148.35,121.37,121.37,409.58,409.58,409.58,256.23,80.916,285.9,13.486,51.247,91.705,232.71,178.02,115.98,281.12,107.89
939,168.53,126.4,126.4,556.38,556.38,556.38,510.86,71.626,305.46,17.907,69.519,123.24,245.67,242.26,134.83,245.67,179.07,147.31,120.53,120.53,380.82,380.82,380.82,254.44,80.351,283.91,13.392,50.889,91.064,216.37,176.77,115.17,261.38,107.13
940,168.83,126.62,126.62,611.43,611.43,611.43,511.76,71.753,306,17.938,69.642,123.46,269.98,242.69,135.06,269.98,179.38,147.32,120.54,120.54,411.89,411.89,411.89,254.46,80.357,283.93,13.393,50.893,91.071,234.03,176.79,115.18,282.71,107.14
941,170.4,127.8,127.8,658.28,658.28,658.28,516.52,72.42,308.85,18.105,70.29,124.6,290.67,244.95,136.32,290.67,181.05,148.21,121.26,121.26,438.27,438.27,438.27,255.99,80.84,285.63,13.473,51.199,91.619,249.02,177.85,115.87,300.81,107.79
942,170.35,127.77,127.77,661.84,661.84,661.84,516.38,72.4,308.77,18.1,70.271,124.57,292.24,244.88,136.28,292.24,181,147.98,121.08,121.08,439.92,439.92,439.92,255.61,80.717,285.2,13.453,51.121,91.48,249.96,177.58,115.7,301.95,107.62
943,170.06,127.54,127.54,653.37,653.37,653.37,515.49,72.275,308.23,18.069,70.15,124.36,288.5,244.46,136.05,288.5,180.69,147.59,120.75,120.75,434.69,434.69,434.69,254.92,80.502,284.44,13.417,50.984,91.235,246.99,177.1,115.39,298.36,107.34
944,169.77,127.32,127.32,651.27,651.27,651.27,514.6,72.15,307.7,18.038,70.028,124.14,287.57,244.04,135.81,287.57,180.38,147.19,120.43,120.43,433.11,433.11,433.11,254.24,80.286,283.68,13.381,50.848,90.991,246.09,176.63,115.08,297.27,107.05
945,169.47,127.1,127.1,649.07,649.07,649.07,513.71,72.025,307.17,18.006,69.907,123.93,286.6,243.61,135.58,286.6,180.06,146.8,120.11,120.11,431.46,431.46,431.46,253.56,80.07,282.91,13.345,50.711,90.746,245.15,176.15,114.77,296.14,106.76
946,171.11,128.33,128.33,578.41,578.41,578.41,518.68,72.722,310.14,18.18,70.583,125.12,255.4,245.97,136.89,255.4,181.8,147.73,120.87,120.87,390.7,390.7,390.7,255.17,80.579,284.71,13.43,51.034,91.323,221.99,177.27,115.5,268.16,107.44
947,172.74,129.55,129.55,580.42,580.42,580.42,523.62,73.414,313.09,18.354,71.255,126.32,256.29,248.31,138.19,256.29,183.54,148.66,121.63,121.63,391.46,391.46,391.46,256.77,81.085,286.5,13.514,51.354,91.896,222.42,178.39,116.22,268.69,108.11
948,172.25,129.19,129.19,553.68,553.68,553.68,522.15,73.208,312.21,18.302,71.055,125.96,244.48,247.62,137.8,244.48,183.02,148.13,121.2,121.2,375.8,375.8,375.8,255.86,80.798,285.48,13.466,51.172,91.571,213.52,177.75,115.81,257.94,107.73
949,171.77,128.83,128.83,516.76,516.76,516.76,520.67,73.002,311.33,18.25,70.854,125.61,228.18,246.92,137.41,228.18,182.5,147.6,120.76,120.76,354.32,354.32,354.32,254.95,80.51,284.47,13.418,50.99,91.245,201.32,177.12,115.4,243.19,107.35
950,171.28,128.46,128.46,517.73,517.73,517.73,519.2,72.795,310.45,18.199,70.654,125.25,228.61,246.22,137.03,228.61,181.99,147.07,120.33,120.33,354.48,354.48,354.48,254.04,80.222,283.45,13.37,50.808,90.919,201.41,176.49,114.99,243.3,106.96
951,171.68,128.76,128.76,520.86,520.86,520.86,520.42,72.965,311.18,18.241,70.819,125.54,229.99,246.8,137.35,229.99,182.41,147.16,120.4,120.4,355.88,355.88,355.88,254.18,80.267,283.61,13.378,50.836,90.97,202.21,176.59,115.05,244.27,107.02
952,173.24,129.93,129.93,523.8,523.8,523.8,525.14,73.628,314,18.407,71.463,126.68,231.29,249.04,138.59,231.29,184.07,148.04,121.12,121.12,357.18,357.18,357.18,255.7,80.747,285.31,13.458,51.14,91.513,202.94,177.64,115.74,245.15,107.66
953,173.86,130.4,130.4,585.66,585.66,585.66,527.03,73.892,315.13,18.473,71.719,127.14,258.61,249.93,139.09,258.61,184.73,148.27,121.31,121.31,392.14,392.14,392.14,256.1,80.874,285.76,13.479,51.22,91.657,222.81,177.92,115.92,269.15,107.83
954,173.08,129.81,129.81,585.78,585.78,585.78,524.64,73.558,313.7,18.389,71.394,126.56,258.66,248.8,138.46,258.66,183.89,147.53,120.71,120.71,391.82,391.82,391.82,254.83,80.473,284.34,13.412,50.967,91.203,222.63,177.04,115.35,268.93,107.3
955,172.29,129.22,129.22,581.76,581.76,581.76,522.25,73.223,312.27,18.306,71.069,125.99,256.88,247.67,137.83,256.88,183.06,146.8,120.11,120.11,389.13,389.13,389.13,253.56,80.073,282.92,13.345,50.713,90.749,221.1,176.16,114.77,267.09,106.76
956,171.5,128.63,128.63,623.78,623.78,623.78,519.87,72.888,310.85,18.222,70.745,125.41,275.44,246.53,137.2,275.44,182.22,146.07,119.51,119.51,412.76,412.76,412.76,252.29,79.672,281.51,13.279,50.459,90.295,234.52,175.28,114.2,283.31,106.23
957,170.71,128.04,128.04,649.73,649.73,649.73,517.48,72.554,309.42,18.138,70.42,124.84,286.89,245.4,136.57,286.89,181.38,145.33,118.91,118.91,427.2,427.2,427.2,251.03,79.271,280.09,13.212,50.205,89.841,242.73,174.4,113.62,293.22,105.7
958,171.85,128.89,128.89,649.34,649.34,649.34,520.93,73.038,311.48,18.259,70.89,125.67,286.72,247.04,137.48,286.72,182.59,145.92,119.39,119.39,426.59,426.59,426.59,252.04,79.593,281.23,13.265,50.409,90.205,242.38,175.1,114.08,292.8,106.12
959,173.58,130.18,130.18,649.68,649.68,649.68,526.16,73.77,314.61,18.443,71.6,126.93,286.87,249.52,138.86,286.87,184.43,146.91,120.2,120.2,426.4,426.4,426.4,253.76,80.134,283.14,13.356,50.751,90.818,242.27,176.29,114.86,292.67,106.85
960,171.88,128.91,128.91,646.65,646.65,646.65,521.02,73.05,311.54,18.263,70.902,125.69,285.53,247.08,137.51,285.53,182.63,145.55,119.09,119.09,424.28,424.28,424.28,251.41,79.393,280.52,13.232,50.282,89.979,241.07,174.67,113.8,291.21,105.86
961,173.93,130.45,130.45,611.73,611.73,611.73,527.23,73.921,315.25,18.48,71.746,127.19,270.12,250.03,139.14,270.12,184.8,146.77,120.08,120.08,403.94,403.94,403.94,253.51,80.056,282.86,13.343,50.702,90.73,229.51,176.12,114.75,277.25,106.74
962,174.87,131.15,131.15,602.51,602.51,602.51,530.08,74.32,316.95,18.58,72.134,127.87,266.04,251.38,139.9,266.04,185.8,147.19,120.43,120.43,398.22,398.22,398.22,254.23,80.285,283.67,13.381,50.847,90.989,226.26,176.63,115.07,273.32,107.05
963,175.81,131.86,131.86,597.25,597.25,597.25,532.93,74.72,318.66,18.68,72.522,128.56,263.72,252.73,140.65,263.72,186.8,147.61,120.77,120.77,394.76,394.76,394.76,254.96,80.514,284.48,13.419,50.992,91.249,224.3,177.13,115.4,270.95,107.35
964,176.75,132.56,132.56,583.35,583.35,583.35,535.78,75.119,320.36,18.78,72.91,129.25,257.58,254.08,141.4,257.58,187.8,148.03,121.11,121.11,386.36,386.36,386.36,255.69,80.743,285.29,13.457,51.137,91.509,219.53,177.63,115.73,265.19,107.66
965,177.45,133.09,133.09,562.78,562.78,562.78,537.91,75.418,321.63,18.854,73.2,129.76,248.5,255.09,141.96,248.5,188.54,148.29,121.32,121.32,374.16,374.16,374.16,256.13,80.883,285.79,13.48,51.226,91.667,212.59,177.94,115.93,256.81,107.84
966,177.21,132.9,132.9,525.44,525.44,525.44,537.15,75.312,321.18,18.828,73.097,129.58,232.01,254.73,141.76,232.01,188.28,147.89,121,121,352.37,352.37,352.37,255.44,80.666,285.02,13.444,51.089,91.422,200.21,177.47,115.62,241.86,107.55
967,176.96,132.72,132.72,535.47,535.47,535.47,536.4,75.207,320.73,18.802,72.995,129.4,236.44,254.37,141.57,236.44,188.02,147.49,120.67,120.67,357.65,357.65,357.65,254.76,80.449,284.25,13.408,50.951,91.176,203.21,176.99,115.31,245.48,107.27
968,176.71,132.53,132.53,540.8,540.8,540.8,535.65,75.101,320.28,18.775,72.892,129.22,238.8,254.02,141.37,238.8,187.75,147.09,120.35,120.35,360.24,360.24,360.24,254.07,80.233,283.49,13.372,50.814,90.93,204.68,176.51,115,247.26,106.98
969,176.46,132.34,132.34,573.84,573.84,573.84,534.89,74.995,319.83,18.749,72.79,129.04,253.38,253.66,141.17,253.38,187.49,146.7,120.02,120.02,378.67,378.67,378.67,253.38,80.016,282.72,13.336,50.677,90.685,215.15,176.04,114.69,259.91,106.69
970,174.17,130.63,130.63,674.37,674.37,674.37,527.97,74.024,315.69,18.506,71.847,127.37,297.77,250.38,139.34,297.77,185.06,144.9,118.55,118.55,435.66,435.66,435.66,250.28,79.036,279.26,13.173,50.056,89.574,247.54,173.88,113.28,299.02,105.38
971,176.76,132.57,132.57,684.49,684.49,684.49,535.81,75.125,320.38,18.781,72.915,129.26,302.24,254.1,141.41,302.24,187.81,146.45,119.82,119.82,440.99,440.99,440.99,252.96,79.883,282.25,13.314,50.593,90.534,250.56,175.74,114.5,302.68,106.51
972,176.24,132.18,132.18,688.75,688.75,688.75,534.22,74.9,319.43,18.725,72.697,128.87,304.12,253.34,140.99,304.12,187.25,145.86,119.34,119.34,442.98,442.98,442.98,251.95,79.562,281.12,13.26,50.389,90.17,251.69,175.04,114.04,304.04,106.08
973,175.71,131.78,131.78,716.66,716.66,716.66,532.62,74.676,318.47,18.669,72.48,128.49,316.45,252.58,140.57,316.45,186.69,145.27,118.86,118.86,458.47,458.47,458.47,250.93,79.241,279.98,13.207,50.186,89.806,260.49,174.33,113.58,314.68,105.65
974,178.18,133.64,133.64,749.93,749.93,749.93,540.12,75.728,322.96,18.932,73.5,130.3,331.14,256.14,142.55,331.14,189.32,146.75,120.07,120.07,477.03,477.03,477.03,253.48,80.045,282.83,13.341,50.695,90.718,271.04,176.1,114.73,327.41,106.73
975,177.93,133.45,133.45,740.79,740.79,740.79,539.35,75.621,322.5,18.905,73.397,130.11,327.1,255.78,142.35,327.1,189.05,146.35,119.74,119.74,471.35,471.35,471.35,252.79,79.827,282.06,13.305,50.557,90.471,267.81,175.62,114.42,323.52,106.44
976,177.68,133.26,133.26,790.78,790.78,790.78,538.59,75.514,322.05,18.879,73.293,129.93,349.18,255.42,142.14,349.18,188.79,145.95,119.41,119.41,499.47,499.47,499.47,252.1,79.61,281.29,13.268,50.419,90.224,283.79,175.14,114.11,342.82,106.15
977,177.43,133.07,133.07,796.99,796.99,796.99,537.83,75.407,321.59,18.852,73.19,129.75,351.92,255.05,141.94,351.92,188.52,145.55,119.09,119.09,502.56,502.56,502.56,251.41,79.392,280.52,13.232,50.282,89.978,285.55,174.66,113.8,344.94,105.86
978,179.38,134.53,134.53,801.65,801.65,801.65,543.73,76.235,325.12,19.059,73.992,131.17,353.98,257.85,143.5,353.98,190.59,146.66,120,120,504.77,504.77,504.77,253.33,79.998,282.66,13.333,50.666,90.665,286.8,176,114.66,346.46,106.66
979,181.15,135.86,135.86,773.48,773.48,773.48,549.1,76.988,328.33,19.247,74.723,132.46,341.54,260.4,144.92,341.54,192.47,147.66,120.81,120.81,488.22,488.22,488.22,255.04,80.539,284.57,13.423,51.008,91.278,277.4,177.19,115.44,335.1,107.39
980,181.3,135.97,135.97,702.45,702.45,702.45,549.55,77.051,328.6,19.263,74.785,132.57,310.17,260.61,145.04,310.17,192.63,147.53,120.71,120.71,447.18,447.18,447.18,254.83,80.472,284.33,13.412,50.965,91.201,254.08,177.04,115.34,306.93,107.3
981,182.11,136.59,136.59,663.43,663.43,663.43,552.04,77.399,330.08,19.35,75.122,133.17,292.94,261.79,145.69,292.94,193.5,147.87,120.98,120.98,424.43,424.43,424.43,255.41,80.655,284.98,13.443,51.082,91.409,241.16,177.44,115.61,291.32,107.54
982,183.71,137.78,137.78,610.36,610.36,610.36,556.87,78.076,332.97,19.519,75.78,134.34,269.51,264.08,146.97,269.51,195.19,148.74,121.69,121.69,393.65,393.65,393.65,256.91,81.129,286.66,13.522,51.382,91.947,223.67,178.48,116.29,270.19,108.17
983,183.61,137.7,137.7,604.67,604.67,604.67,556.56,78.033,332.79,19.508,75.738,134.26,267,263.93,146.88,267,195.08,148.44,121.45,121.45,389.95,389.95,389.95,256.4,80.968,286.09,13.495,51.28,91.763,221.56,178.13,116.05,267.65,107.96
984,183.5,137.63,137.63,597.12,597.12,597.12,556.25,77.989,332.6,19.497,75.695,134.19,263.66,263.79,146.8,263.66,194.97,148.14,121.21,121.21,385.18,385.18,385.18,255.89,80.806,285.51,13.468,51.177,91.58,218.85,177.77,115.82,264.38,107.74
985,183.4,137.55,137.55,597.52,597.52,597.52,555.94,77.946,332.42,19.486,75.653,134.11,263.84,263.64,146.72,263.84,194.86,147.85,120.97,120.97,384.96,384.96,384.96,255.37,80.644,284.94,13.441,51.075,91.397,218.73,177.42,115.59,264.22,107.53
986,183.3,137.48,137.48,596.89,596.89,596.89,555.63,77.903,332.23,19.476,75.611,134.04,263.56,263.49,146.64,263.56,194.76,147.55,120.72,120.72,384.14,384.14,384.14,254.86,80.482,284.37,13.414,50.972,91.213,218.26,177.06,115.36,263.66,107.31
987,183.2,137.4,137.4,603.98,603.98,603.98,555.32,77.859,332.05,19.465,75.569,133.96,266.69,263.35,146.56,266.69,194.65,147.25,120.48,120.48,387.74,387.74,387.74,254.35,80.321,283.8,13.387,50.87,91.03,220.31,176.71,115.13,266.13,107.09
988,183.1,137.32,137.32,585.53,585.53,585.53,555.01,77.816,331.86,19.454,75.527,133.89,258.54,263.2,146.48,258.54,194.54,146.96,120.24,120.24,376.75,376.75,376.75,253.84,80.159,283.23,13.36,50.767,90.847,214.06,176.35,114.89,258.59,106.88
989,184.01,138.01,138.01,549.21,549.21,549.21,557.78,78.204,333.52,19.551,75.904,134.56,242.51,264.51,147.21,242.51,195.51,147.36,120.57,120.57,355.54,355.54,355.54,254.53,80.378,284,13.396,50.906,91.096,202.01,176.83,115.21,244.03,107.17
990,184.13,138.1,138.1,620.61,620.61,620.61,558.14,78.255,333.73,19.564,75.953,134.64,274.03,264.69,147.3,274.03,195.64,147.22,120.45,120.45,395.89,395.89,395.89,254.28,80.3,283.73,13.383,50.856,91.006,224.94,176.66,115.1,271.72,107.07
991,185.66,139.25,139.25,614.79,614.79,614.79,562.79,78.906,336.51,19.727,76.585,135.76,271.47,266.89,148.53,271.47,197.27,148.04,121.13,121.13,392.11,392.11,392.11,255.71,80.751,285.32,13.458,51.142,91.517,222.79,177.65,115.74,269.13,107.67
992,184.64,138.48,138.48,614.54,614.54,614.54,559.69,78.473,334.66,19.618,76.165,135.02,271.36,265.42,147.71,271.36,196.18,147.12,120.37,120.37,391.52,391.52,391.52,254.11,80.245,283.53,13.374,50.822,90.944,222.45,176.54,115.02,268.72,106.99
993,186.49,139.87,139.87,604.86,604.86,604.86,565.29,79.257,338.01,19.814,76.926,136.37,267.08,268.08,149.19,267.08,198.14,148.16,121.22,121.22,385.53,385.53,385.53,255.91,80.814,285.54,13.469,51.182,91.589,219.05,177.79,115.83,264.61,107.75
